timestamp,symbol,portfolio_value,cash,positions
1000000000083000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000094000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000095000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000096000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000099000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000103000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000107000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000108000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000109000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000122000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000124000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000125000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000126000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000132000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000135000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000139000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000143000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000144000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000147000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000153000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000157000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000160000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000161000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000162000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000166000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000169000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000171000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000173000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000176000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000178000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000182000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000184000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000185000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000192000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000194000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000196000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000197000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000198000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000199000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000201000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000211000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000213000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000219000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000220000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000223000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000237000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000241000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000243000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000244000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000257000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000263000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000264000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000266000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000269000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000272000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000275000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000276000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000277000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000279000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000280000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000283000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000286000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000290000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000292000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000299000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000300000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000303000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000307000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000309000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000313000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000314000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000315000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000318000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000320000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000321000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000330000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000331000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000333000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000337000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000339000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000341000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000348000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000352000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000353000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000354000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000367000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000379000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000380000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000384000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000388000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000401000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000404000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000411000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000415000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000416000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000425000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000428000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000430000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000437000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000441000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000442000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000444000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000449000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000451000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000452000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000457000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000461000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000468000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000469000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000470000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000472000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000475000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000479000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000482000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000484000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000486000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000488000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000490000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000491000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000492000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000493000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000496000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000502000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000504000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000507000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000509000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000510000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000514000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000523000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000530000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000535000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000539000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000540000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000541000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000549000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000553000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000557000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000564000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000565000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000568000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000572000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000575000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000580000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000581000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000585000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000587000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000590000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000591000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000592000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000594000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000595000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000603000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000605000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000614000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000615000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000616000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000627000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000628000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000629000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000630000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000631000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000635000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000636000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000639000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000641000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000650000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000654000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000655000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000656000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000658000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000663000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000668000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000669000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000670000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000672000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000673000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000675000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000676000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000678000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000681000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000686000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000693000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000696000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000697000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000700000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000703000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000710000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000711000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000719000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000723000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000732000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000735000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000736000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000742000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000744000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000746000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000751000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000752000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000753000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000754000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000765000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000766000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000771000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000773000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000775000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000781000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000785000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000788000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000791000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000797000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000798000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000801000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000802000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000808000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000810000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000812000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000815000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000824000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000827000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000830000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000831000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000833000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000834000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000835000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000839000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000843000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000845000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000846000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000848000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000849000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000855000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000858000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000867000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000868000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000872000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000873000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000876000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000879000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000880000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000882000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000883000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000885000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000887000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000889000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000892000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000893000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000894000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000897000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000902000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000903000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000910000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000911000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000912000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000920000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000934000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000936000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000945000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000947000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000950000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000959000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000960000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000963000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000965000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000966000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000973000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000975000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000977000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000978000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000981000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000984000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000989000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000993000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000994000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000995000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000997000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000000998000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001000000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001005000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001007000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001022000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001025000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001029000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001030000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001050000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001053000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001054000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001055000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001058000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001070000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001079000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001083000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001090000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001091000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001092000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001096000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001098000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001108000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001112000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001114000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001116000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001118000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001119000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001121000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001122000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001127000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001134000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001136000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001140000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001141000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001147000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001149000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001156000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001160000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001161000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001163000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001167000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001169000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001170000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001171000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001175000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001176000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001182000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001183000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001187000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001190000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001193000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001196000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001200000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001208000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001210000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001212000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001216000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001221000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001222000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001223000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001226000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001229000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001230000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001231000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001242000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001245000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001246000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001253000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001254000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001256000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001257000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001260000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001261000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001262000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001263000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001270000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001272000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001274000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001276000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001278000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001279000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001280000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001281000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001291000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001294000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001296000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001297000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001298000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001300000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001303000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001304000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001305000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
1000000001320000000,AAPL,1000000.0,1000000.0,{'AAPL': None}
